French,English
Summary of the Recommendation,Summary of the Recommendation
Super Admin - User Management,Super Admin - User Management
Super admin management,Super admin management
Swagger Documentation,Swagger Documentation
Synthèse,Summary
System administration,System administration
Sécurité :,Security:
Technical Direction,Technical Direction
Test fields after creation,Test fields after creation
Texte de l,Text of the
The customer must change their password upon first connection,The customer must change their password upon first connection
The name cannot be changed after creation,The name cannot be changed after creation
Training and development,Training and development
Tâches,Tasks
Unlimited storage,Unlimited storage
Unsynchronized permission,Unsynchronized permission
Utilisez le,Use the
Validité,Validity
View their information,View their information
View/edit comment,View/edit comment
Visibilité,Visibility
Voir dans l,View in the
Voir/Éditer,View/Edit
Votre nom d,Your username
Votre vue:,Your view:
Warning: Dangerous action,Warning: Dangerous action
approprié,appropriate
creation_constatation,creation_finding
creation_plan_action,creation_action_plan
creation_recommandation,creation_recommendation
direction,directorate
e.g. Human Resources Department,e.g. Human Resources Department
ex: Risk Department,ex: Risk Department
faible,low
fusion,merge
graphique,graph
modification_constatation,modification_finding
modification_plan_action,modification_action_plan
modification_recommandation,modification_recommendation
modules available,modules available
niveau_critique,critical_level
nouveau_plan_action,new_action_plan
nouvelle_constatation,new_finding
nouvelle_recommandation,new_recommendation
obligatoire,mandatory
privé,private
process_management,process_management
section,section
to be accessible,to be accessibleT
validation,validation
Âge,Age
Échéance :,Due date:
Échéances,Due dates
État :,Status:Date de création,Creation date
Date de modification,Modification date
Actions possibles,Possible actions
Télécharger le fichier,Download file
Aucun résultat,No results
Filtrer par,Filter by
Trier par,Sort by
Exporter en CSV,Export to CSV
Importer des données,Import data
Sélectionner tout,Select all
Êtes-vous sûr ?,Are you sure?
Cette action est irréversible,This action is irreversible
Rejeté,Rejected
Mineur,Minor
Modéré,Moderate
Majeur,Major
Réglementaire,Regulatory
Stratégique,Strategic

french,english
"${filename}","${filename}"
"%, €, days, number...","%, €, days, number..."
"+33 1 23 45 67 89","+33 1 23 45 67 89"
"0.00","0.00"
"192.168.1.100","192.168.1.100"
"Abonnement","Abonnement"
"About notifications","About notifications"
"Accept","Accept"
"Acceptable value","Acceptable value"
"Access Super Admin","Access Super Admin"
"Access all data","Access all data"
"Access and permission management","Access and permission management"
"Access permissions","Access permissions"
"Access prohibited","Access prohibited"
"Access the platform","Access the platform"
"Access the questionnaire","Access the questionnaire"
"Access to all customers","Access to all customers"
"Access to all departments","Access to all departments"
"Access with these credentials","Access with these credentials"
"Accessible modules","Accessible modules"
"Account Status","Account Status"
"Account information","Account information"
"Accounting closings","Accounting closings"
"Accounting department","Accounting department"
"Achats","Achats"
"Actif","Actif"
"Actifs","Actifs"
"Action","Action"
"Action Plan Details","Action Plan Details"
"Action Plans","Action Plans"
"Action plan completed","Action plan completed"
"Action plans","Action plans"
"Action type","Action type"
"Actions","Actions"
"Actions Actives","Actions Actives"
"Actions Administrateur","Actions Administrateur"
"Actions Prioritaires","Actions Prioritaires"
"Actions Rapides","Actions Rapides"
"Actions available after archiving","Actions available after archiving"
"Actions completed","Actions completed"
"Actions rapides","Actions rapides"
"Activate this mode","Activate this mode"
"Active","Active"
"Active Actions","Active Actions"
"Active Audits","Active Audits"
"Active Recommendations","Active Recommendations"
"Active Risks","Active Risks"
"Active Users","Active Users"
"Active Watches","Active Watches"
"Active customers","Active customers"
"Active directions","Active directions"
"Active flowcharts","Active flowcharts"
"Active module","Active module"
"Active monitoring","Active monitoring"
"Active questionnaires","Active questionnaires"
"Active risks","Active risks"
"Active section","Active section"
"Active services","Active services"
"Active users","Active users"
"Activer","Activer"
"Activer ce mode","Activer ce mode"
"Actives","Actives"
"Activity Log","Activity Log"
"Activity by user","Activity by user"
"Activity log","Activity log"
"Activity rate","Activity rate"
"Activity statistics","Activity statistics"
"Actualiser","Actualiser"
"Actuel","Actuel"
"Add Risk","Add Risk"
"Add a category","Add a category"
"Add a comment","Add a comment"
"Add a custom field","Add a custom field"
"Add a document","Add a document"
"Add a file","Add a file"
"Add a file to","Add a file to"
"Add a file to a report","Add a file to a report"
"Add a finding","Add a finding"
"Add a new action","Add a new action"
"Add a requirement to the matrix","Add a requirement to the matrix"
"Add a watch","Add a watch"
"Add actions for this regulation","Add actions for this regulation"
"Add an environment","Add an environment"
"Add an overall recommendation","Add an overall recommendation"
"Add another file","Add another file"
"Add documents relating to this regulation","Add documents relating to this regulation"
"Add file","Add file"
"Add files to keep them with this flag","Add files to keep them with this flag"
"Add metrics to see stats","Add metrics to see stats"
"Add my first watch","Add my first watch"
"Add proof","Add proof"
"Add recommendation","Add recommendation"
"Add recommendations with risks","Add recommendations with risks"
"Add risks","Add risks"
"Add some from the administration","Add some from the administration"
"Add specific recommendations to this audit here...","Add specific recommendations to this audit here..."
"Add the first finding","Add the first finding"
"Add the first risk","Add the first risk"
"Add to matrix","Add to matrix"
"Add to report","Add to report"
"Additional comments","Additional comments"
"Additional description...","Additional description..."
"Additional information","Additional information"
"Additional metadata","Additional metadata"
"Additional options","Additional options"
"Additional recommendations for this audit","Additional recommendations for this audit"
"Adds to existing configurations","Adds to existing configurations"
"Adjusted Mastery Level","Adjusted Mastery Level"
"Adjusted impact","Adjusted impact"
"Adjusted probability","Adjusted probability"
"Admin Client","Admin Client"
"Admin only","Admin only"
"Admin seulement","Admin seulement"
"Administrateur Client","Administrateur Client"
"Administrateurs","Administrateurs"
"Administration","Administration"
"Administration Dashboard","Administration Dashboard"
"Administrator actions","Administrator actions"
"Administrator management with universal access to the platform","Administrator management with universal access to the platform"
"Administrators","Administrators"
"Advanced AI analysis","Advanced AI analysis"
"Advanced Analytics","Advanced Analytics"
"Advanced Mapping","Advanced Mapping"
"Advanced configuration","Advanced configuration"
"Advanced permissions","Advanced permissions"
"Advanced risk mapping","Advanced risk mapping"
"Advanced statistics","Advanced statistics"
"Advanced user management permissions","Advanced user management permissions"
"Advancement rate","Advancement rate"
"Affectation","Affectation"
"Afficher","Afficher"
"Afficher le mot de passe","Afficher le mot de passe"
"Aide","Aide"
"Ajouter","Ajouter"
"Ajouter Recommandation","Ajouter Recommandation"
"Ajouter Risque","Ajouter Risque"
"Ajouter au rapport","Ajouter au rapport"
"Ajouter des recommandations avec risques","Ajouter des recommandations avec risques"
"Ajouter le fichier","Ajouter le fichier"
"Ajouter le premier risque","Ajouter le premier risque"
"Ajouter mesure","Ajouter mesure"
"Ajouter option","Ajouter option"
"Ajouter un autre fichier","Ajouter un autre fichier"
"Ajouter un champ","Ajouter un champ"
"Ajouter un document","Ajouter un document"
"Ajouter un environnement","Ajouter un environnement"
"Ajouter un fichier","Ajouter un fichier"
"Ajouter un membre externe","Ajouter un membre externe"
"Ajouter un risque","Ajouter un risque"
"Ajouter un utilisateur","Ajouter un utilisateur"
"Ajouter une preuve","Ajouter une preuve"
"Ajouter une question","Ajouter une question"
"Ajouter une recommandation","Ajouter une recommandation"
"Ajouter une veille","Ajouter une veille"
"Ajoutez un","Ajoutez un"
"Alert rate","Alert rate"
"Alert threshold","Alert threshold"
